time,car_road_id,car_speed,car_dist,drone_road_id,drone_speed,drone_target_speed,drone_dist,distance
5.213285684585571,1,0.0,1.0,1,0.005000000353902578,15.0,55.08548519798383,54.08548519798383
5.314326286315918,1,0.0,1.0,1,0.005000000353902578,15.0,55.08548519798383,54.08548519798383
5.415408134460449,1,0.0,1.0,1,0.005000000353902578,15.0,55.08548519798383,54.08548519798383
5.516132354736328,1,0.0,1.0,1,0.125,15.0,55.013440305948116,54.013440305948116
5.616767406463623,1,0.0,1.0,1,0.125,15.0,55.013440305948116,54.013440305948116
5.717317819595337,1,0.0,1.0,1,0.42000001668930054,15.0,54.89017733572471,53.89017733572471
5.818127870559692,1,0.0,1.0,1,0.42000001668930054,15.0,54.89017733572471,53.89017733572471
5.918745040893555,1,0.0,1.0,1,0.42000001668930054,15.0,54.89017733572471,53.89017733572471
6.019487619400024,1,0.0,1.0,1,0.5879999995231628,15.0,54.71166021715256,53.71166021715256
6.120113849639893,1,0.0,1.0,1,0.5879999995231628,15.0,54.71166021715256,53.71166021715256
6.220538854598999,1,0.0,1.0,1,0.7620000243186951,15.0,54.492341755662814,53.492341755662814
6.3214476108551025,1,0.0,1.0,1,0.7620000243186951,15.0,54.492341755662814,53.492341755662814
6.422550916671753,1,0.0,1.0,1,0.7620000243186951,15.0,54.492341755662814,53.492341755662814
6.523205995559692,1,0.0,1.0,1,0.9300000667572021,15.0,54.21776679273752,53.21776679273752
6.624185800552368,1,0.0,1.0,1,0.9300000667572021,15.0,54.21776679273752,53.21776679273752
6.724801778793335,1,0.0,1.0,1,1.2380000352859497,15.0,53.89516320816208,52.89516320816208
6.8255369663238525,1,0.0,1.0,1,1.2380000352859497,15.0,53.89516320816208,52.89516320816208
6.926467418670654,1,0.0,1.0,1,1.2380000352859497,15.0,53.89516320816208,52.89516320816208
7.027501583099365,1,0.0,1.0,1,1.3870000839233398,15.0,53.534947530815536,52.534947530815536
7.128594398498535,1,0.0,1.0,1,1.3870000839233398,15.0,53.534947530815536,52.534947530815536
7.229522466659546,1,0.0,1.0,1,1.5490000247955322,15.0,53.11628885649095,52.11628885649095
7.330460071563721,1,0.0,1.0,1,1.5490000247955322,15.0,53.11628885649095,52.11628885649095
7.431456089019775,1,0.0,1.0,1,1.5490000247955322,15.0,53.11628885649095,52.11628885649095
7.532365560531616,1,0.0,1.0,1,1.721000075340271,15.0,52.636007212398184,51.636007212398184
7.633204221725464,1,0.0,1.0,1,1.721000075340271,15.0,52.636007212398184,51.636007212398184
7.733861207962036,1,0.0,1.0,1,2.075000047683716,15.0,52.10770225702098,51.10770225702098
7.834640026092529,1,0.0,1.0,1,2.075000047683716,15.0,52.10770225702098,51.10770225702098
