time,car_road_id,car_speed,car_dist,drone_road_id,drone_speed,drone_target_speed,drone_dist,distance
12.51874828338623,1,0.0,1.0,1,0.16455888748168945,15.0,0.4186688963915624,-0.5813311036084376
12.619633674621582,1,0.0,1.0,1,0.3773318827152252,15.0,0.36971841784153003,-0.63028158215847
12.72048568725586,1,0.0,1.0,1,0.5695748925209045,15.0,0.2872594973584206,-0.7127405026415794
12.821485042572021,1,0.0,1.0,1,0.5695748925209045,15.0,0.2872594973584206,-0.7127405026415794
12.92237114906311,1,0.0,1.0,1,0.7246662378311157,15.0,0.16082355968703316,-0.8391764403129669
13.023064613342285,1,0.0,1.0,1,0.7246662378311157,15.0,0.16082355968703316,-0.8391764403129669
13.12385869026184,1,0.0,1.0,1,0.7246662378311157,15.0,0.16082355968703316,-0.8391764403129669
13.224615335464478,1,0.0,1.0,1,0.6921786069869995,15.0,0.04539791338347933,-0.9546020866165207
13.325309991836548,1,0.0,1.0,1,0.6921786069869995,15.0,0.04539791338347933,-0.9546020866165207
13.42753005027771,1,0.0,1.0,1,0.5955037474632263,15.0,0.12244487761185048,-0.8775551223881495
13.5302255153656,1,0.0,1.0,1,0.5955037474632263,15.0,0.12244487761185048,-0.8775551223881495
13.631053447723389,1,0.0,1.0,1,0.5955037474632263,15.0,0.12244487761185048,-0.8775551223881495
13.732049942016602,1,0.0,1.0,1,0.572380542755127,15.0,0.227233968033881,-0.772766031966119
13.832758665084839,1,0.0,1.0,1,0.572380542755127,15.0,0.227233968033881,-0.772766031966119
13.933746576309204,1,0.0,1.0,1,0.572380542755127,15.0,0.227233968033881,-0.772766031966119
14.035990238189697,1,0.0,1.0,1,0.6307440400123596,15.0,0.3196952757210496,-0.6803047242789504
14.13681435585022,1,0.0,1.0,1,0.6307440400123596,15.0,0.3196952757210496,-0.6803047242789504
14.237550020217896,1,0.0,1.0,1,0.7573488354682922,15.0,0.4309058173970789,-0.5690941826029211
14.338223695755005,1,0.0,1.0,1,0.7573488354682922,15.0,0.4309058173970789,-0.5690941826029211
14.444417715072632,1,0.0,1.0,1,0.9287532567977905,15.0,0.5693506098054654,-0.43064939019453463
14.545188903808594,1,0.0,1.0,1,0.9287532567977905,15.0,0.5693506098054654,-0.43064939019453463
14.646040916442871,1,0.0,1.0,1,0.9287532567977905,15.0,0.5693506098054654,-0.43064939019453463
14.746853828430176,1,0.0,1.0,1,1.1092654466629028,15.0,0.7447894574671378,-0.25521054253286224
14.847654104232788,1,0.0,1.0,1,1.1092654466629028,15.0,0.7447894574671378,-0.25521054253286224
14.948485851287842,1,0.0,1.0,1,1.2926760911941528,15.0,0.9788701490918285,-0.021129850908171544
15.049441814422607,1,0.0,1.0,1,1.2926760911941528,15.0,0.9788701490918285,-0.021129850908171544
15.150283336639404,1,0.0,1.0,1,1.2926760911941528,15.0,0.9788701490918285,-0.021129850908171544
15.251381874084473,1,0.0,1.0,1,1.4909545183181763,15.0,1.273119838567417,0.27311983856741695
15.352483987808228,1,0.0,1.0,1,1.4909545183181763,15.0,1.273119838567417,0.27311983856741695
15.453409910202026,1,0.0,1.0,1,1.6807856559753418,15.0,1.6124289938670466,0.6124289938670466
15.554361343383789,1,0.0,1.0,1,1.6807856559753418,15.0,1.6124289938670466,0.6124289938670466
15.655284404754639,1,0.0,1.0,1,1.6807856559753418,15.0,1.6124289938670466,0.6124289938670466
15.756073236465454,1,0.0,1.0,1,1.8729774951934814,15.0,2.0013423364840603,1.0013423364840603
15.857114791870117,1,0.0,1.0,1,1.8729774951934814,15.0,2.0013423364840603,1.0013423364840603
15.957889556884766,1,0.0,1.0,1,2.1125025749206543,15.0,2.4630147983369626,1.4630147983369626
16.05875873565674,1,0.0,1.0,1,2.1125025749206543,15.0,2.4630147983369626,1.4630147983369626
16.160112142562866,1,0.0,1.0,1,2.3560163974761963,15.0,2.9833003578412463,1.9833003578412463
16.26103973388672,1,0.0,1.0,1,2.3560163974761963,15.0,2.9833003578412463,1.9833003578412463
16.361684560775757,1,0.0,1.0,1,2.3560163974761963,15.0,2.9833003578412463,1.9833003578412463
