time,car_speed,car_road_id,car_waypoint_id,drone_target_speed,drone_speed,drone_road_id,drone_waypoint_id
13.944164037704468,10.0,1,11,15.0,2.76950740814209,1,0
14.044832229614258,10.0,1,11,15.0,2.8609607219696045,1,0
14.145506620407104,10.0,1,12,15.0,2.8609607219696045,1,0
14.246030807495117,10.0,1,12,15.0,2.8609607219696045,1,0
14.346478700637817,10.0,1,12,15.0,2.9014220237731934,1,0
14.447070121765137,10.0,1,12,15.0,2.9014220237731934,1,0
14.547579050064087,10.0,1,13,15.0,3.0008654594421387,1,0
14.648052215576172,10.0,1,13,15.0,3.0008654594421387,1,0
14.748547554016113,10.0,1,13,15.0,3.0008654594421387,1,0
14.849162340164185,10.0,1,13,15.0,3.088216543197632,1,0
14.949745893478394,10.0,1,14,15.0,3.088216543197632,1,0
15.050279140472412,10.0,1,14,15.0,3.1691579818725586,1,0
15.150776147842407,10.0,1,14,15.0,3.1691579818725586,1,0
15.251185178756714,10.0,1,14,15.0,3.1691579818725586,1,0
15.35179090499878,10.0,1,15,15.0,3.2524476051330566,1,0
15.452294111251831,10.0,1,15,15.0,3.2524476051330566,1,0
15.552687406539917,10.0,1,15,15.0,3.2894461154937744,1,0
15.653148412704468,10.0,1,15,15.0,3.2894461154937744,1,0
15.753681421279907,10.0,1,16,15.0,3.2894461154937744,1,0
15.85424280166626,10.0,1,16,15.0,3.362821340560913,1,0
15.95474648475647,10.0,1,16,15.0,3.362821340560913,1,0
16.055195093154907,10.0,1,16,15.0,3.4585206508636475,1,0
16.155582427978516,10.0,1,17,15.0,3.4585206508636475,1,0
16.255979776382446,10.0,1,17,15.0,3.4585206508636475,1,0
16.35646939277649,10.0,1,17,15.0,3.5478177070617676,1,0
16.456976652145386,10.0,1,17,15.0,3.5478177070617676,1,0
16.55745506286621,10.0,1,18,15.0,3.6008799076080322,1,0
16.65795135498047,10.0,1,18,15.0,3.6008799076080322,1,0
16.758667945861816,10.0,1,18,15.0,3.6008799076080322,1,0
16.85941767692566,10.0,1,18,15.0,3.6381990909576416,1,0
16.960015535354614,10.0,1,19,15.0,3.6381990909576416,1,0
17.060581922531128,10.0,1,19,15.0,3.7053329944610596,1,0
17.161182641983032,10.0,1,19,15.0,3.7053329944610596,1,0
17.26164436340332,10.0,1,19,15.0,3.7053329944610596,1,0
17.36211109161377,10.0,1,20,15.0,3.7958133220672607,1,0
17.462785243988037,10.0,1,20,15.0,3.7958133220672607,1,0
17.563384294509888,10.0,1,20,15.0,3.8750789165496826,1,0
17.663930654525757,10.0,1,20,15.0,3.8750789165496826,1,0
17.7644681930542,10.0,1,21,15.0,3.8750789165496826,1,0
17.86510944366455,10.0,1,21,15.0,3.9134044647216797,1,0
17.965782642364502,10.0,1,21,15.0,3.9134044647216797,1,0
18.06632685661316,10.0,1,21,15.0,3.966233491897583,1,0
18.16678547859192,10.0,1,22,15.0,3.966233491897583,1,0
18.267212867736816,10.0,1,22,15.0,3.966233491897583,1,0
18.367778062820435,10.0,1,22,15.0,4.040816307067871,1,0
18.468331575393677,10.0,1,22,15.0,4.040816307067871,1,0
18.568877458572388,10.0,1,23,15.0,4.104551315307617,1,0
18.66940450668335,10.0,1,23,15.0,4.104551315307617,1,0
18.773423194885254,10.0,1,23,15.0,4.104551315307617,1,0
18.874242067337036,10.0,1,23,15.0,4.141139507293701,1,0
18.97494077682495,10.0,1,24,15.0,4.141139507293701,1,0
19.07542896270752,10.0,1,24,15.0,4.199193000793457,1,0
19.17607307434082,10.0,1,24,15.0,4.199193000793457,1,0
19.276626110076904,10.0,1,24,15.0,4.2552900314331055,1,0
19.377071619033813,10.0,1,25,15.0,4.2552900314331055,1,0
19.477627992630005,10.0,1,25,15.0,4.2552900314331055,1,0
19.57813787460327,10.0,1,25,15.0,4.312482833862305,1,0
19.67852544784546,10.0,1,25,15.0,4.312482833862305,1,0
19.779035568237305,10.0,1,26,15.0,4.346489906311035,1,0
19.879573106765747,10.0,1,26,15.0,4.346489906311035,1,0
19.980019569396973,10.0,1,26,15.0,4.346489906311035,1,0
20.08077335357666,10.0,1,26,15.0,4.3799333572387695,1,0
20.181499242782593,10.0,1,26,15.0,4.3799333572387695,1,0
20.282264709472656,10.0,1,26,15.0,4.43674898147583,1,0
20.383004903793335,10.0,1,26,15.0,4.43674898147583,1,0
20.48369550704956,10.0,1,26,15.0,4.43674898147583,1,0
20.58427619934082,10.0,1,26,15.0,4.497910976409912,1,0
20.68488645553589,10.0,1,26,15.0,4.497910976409912,1,0
20.7854745388031,10.0,1,26,15.0,4.501410961151123,1,0
20.886037826538086,10.0,1,26,15.0,4.501410961151123,1,0
20.986445903778076,10.0,1,26,15.0,4.501410961151123,1,0
21.08705496788025,10.0,1,26,15.0,4.503856658935547,1,0
21.187646865844727,10.0,1,26,15.0,4.503856658935547,1,0
21.28808045387268,10.0,1,26,15.0,4.562915325164795,1,0
21.388472080230713,10.0,1,26,15.0,4.562915325164795,1,0
21.48897957801819,10.0,1,26,15.0,4.562915325164795,1,0
21.589481353759766,10.0,1,26,15.0,4.5968098640441895,1,0
21.690176963806152,10.0,1,26,15.0,4.5968098640441895,1,0
21.79088258743286,10.0,1,26,15.0,4.620068550109863,1,0
21.891448974609375,10.0,1,26,15.0,4.620068550109863,1,0
21.992029666900635,10.0,1,26,15.0,4.620068550109863,1,0
22.09261989593506,10.0,1,26,15.0,4.695881366729736,1,0
22.193254947662354,10.0,1,26,15.0,4.695881366729736,1,0
22.293832778930664,10.0,1,26,15.0,4.7404093742370605,1,0
22.394357204437256,10.0,1,26,15.0,4.7404093742370605,1,0
22.494843244552612,10.0,1,26,15.0,4.7404093742370605,1,0
22.595383405685425,10.0,1,26,15.0,4.7630414962768555,1,0
22.696053981781006,10.0,1,26,15.0,4.7630414962768555,1,0
22.79658031463623,10.0,1,26,15.0,4.787507057189941,1,0
22.897236585617065,10.0,1,26,15.0,4.787507057189941,1,0
22.99787998199463,10.0,1,26,15.0,4.787507057189941,1,0
23.09847140312195,10.0,1,26,15.0,4.824038028717041,1,0
23.198986768722534,10.0,1,26,15.0,4.824038028717041,1,0
23.299540281295776,10.0,1,26,15.0,4.879333019256592,1,0
23.400104522705078,10.0,1,26,15.0,4.879333019256592,1,0
23.500739574432373,10.0,1,26,15.0,4.879333019256592,1,0
23.60137963294983,10.0,1,26,15.0,4.901703357696533,1,0
23.701894760131836,10.0,1,26,15.0,4.901703357696533,1,0
24.30461835861206,10.0,3,1,15.0,5.028881549835205,1,0
24.405920028686523,10.0,3,1,15.0,5.028881549835205,1,0
24.506491899490356,10.0,3,1,15.0,5.028881549835205,1,0
24.607067823410034,10.0,3,1,15.0,5.009592056274414,1,0
24.707709312438965,10.0,3,2,15.0,5.009592056274414,1,0
24.808339595794678,10.0,3,2,15.0,5.022748947143555,1,0
24.908887147903442,10.0,3,2,15.0,5.022748947143555,1,0
25.00944709777832,10.0,3,2,15.0,5.022748947143555,1,0
25.11011052131653,10.0,3,3,15.0,5.071167469024658,1,0
25.21074366569519,10.0,3,3,15.0,5.071167469024658,1,0
25.311273336410522,10.0,3,3,15.0,5.079649448394775,1,0
25.411725282669067,10.0,3,3,15.0,5.079649448394775,1,0
25.512454509735107,10.0,3,4,15.0,5.079649448394775,1,0
25.61310124397278,10.0,3,4,15.0,5.128167629241943,1,0
25.713625192642212,10.0,3,4,15.0,5.128167629241943,1,0
25.814109563827515,10.0,3,4,15.0,5.1886491775512695,1,0
25.91467523574829,10.0,3,5,15.0,5.1886491775512695,1,0
26.01531147956848,10.0,3,5,15.0,5.1886491775512695,1,0
26.115970373153687,10.0,3,5,15.0,5.207385063171387,1,0
26.21677851676941,10.0,3,5,15.0,5.207385063171387,1,0
26.317391633987427,10.0,3,5,15.0,5.227657794952393,1,0
26.417927026748657,10.0,3,5,15.0,5.227657794952393,1,0
26.518409729003906,10.0,3,5,15.0,5.227657794952393,1,0
26.618873357772827,10.0,3,5,15.0,5.253701210021973,1,0
26.719322204589844,10.0,3,5,15.0,5.253701210021973,1,0
26.819843530654907,10.0,3,5,15.0,5.3010945320129395,1,0
26.920357704162598,10.0,3,5,15.0,5.3010945320129395,1,0
27.020987510681152,10.0,3,5,15.0,5.3010945320129395,1,0
27.121601104736328,10.0,3,5,15.0,5.3368425369262695,1,0
27.222169637680054,10.0,3,5,15.0,5.3368425369262695,1,0
27.322802782058716,10.0,3,5,15.0,5.339799404144287,1,0
27.423415660858154,10.0,3,5,15.0,5.339799404144287,1,0
27.523918867111206,10.0,3,5,15.0,5.339799404144287,1,0
27.624587774276733,10.0,3,5,15.0,5.3815388679504395,1,0
27.725221395492554,10.0,3,5,15.0,5.3815388679504395,1,0
27.82587742805481,10.0,3,5,15.0,5.431332111358643,1,0
27.92648673057556,10.0,3,5,15.0,5.431332111358643,1,0
28.02704930305481,10.0,3,5,15.0,5.431332111358643,1,0
28.127809047698975,10.0,3,5,15.0,5.448038578033447,1,0
28.228435277938843,10.0,3,5,15.0,5.448038578033447,1,0
28.329052925109863,10.0,3,5,15.0,5.489290714263916,1,0
28.42966079711914,10.0,3,5,15.0,5.489290714263916,1,0
28.530165195465088,10.0,3,5,15.0,5.489290714263916,1,0
28.630870580673218,10.0,3,5,15.0,5.5251312255859375,1,0
28.731722354888916,10.0,3,5,15.0,5.5251312255859375,1,0
28.83227014541626,10.0,3,5,15.0,5.535543918609619,1,0
28.93289351463318,10.0,3,5,15.0,5.535543918609619,1,0
29.033672332763672,10.0,3,5,15.0,5.535543918609619,1,0
29.13438868522644,10.0,3,5,15.0,5.57830810546875,1,0
29.23507261276245,10.0,3,5,15.0,5.57830810546875,1,0
29.335916996002197,10.0,3,5,15.0,5.622830390930176,1,0
29.436418533325195,10.0,3,5,15.0,5.622830390930176,1,0
29.53738760948181,10.0,3,5,15.0,5.6312079429626465,1,0
29.637834072113037,10.0,3,5,15.0,5.6312079429626465,1,0
29.738308668136597,10.0,3,5,15.0,5.6312079429626465,1,0
29.838881731033325,10.0,3,5,15.0,5.6554274559021,1,0
30.641456842422485,10.0,5,1,15.0,5.6554274559021,1,0
30.74205780029297,10.0,5,1,15.0,5.744373798370361,1,0
30.84287405014038,10.0,5,1,15.0,5.775599956512451,1,0
30.9434916973114,10.0,5,1,15.0,5.775599956512451,1,0
31.043978929519653,10.0,5,2,15.0,5.775599956512451,1,0
31.144458055496216,10.0,5,2,15.0,5.805853366851807,1,0
31.245096683502197,10.0,5,2,15.0,5.805853366851807,1,0
31.34566020965576,10.0,5,2,15.0,5.822721004486084,1,0
31.446232795715332,10.0,5,3,15.0,5.822721004486084,1,0
31.546706676483154,10.0,5,3,15.0,5.822721004486084,1,0
31.647255897521973,10.0,5,3,15.0,5.868160247802734,1,0
31.747833490371704,10.0,5,3,15.0,5.868160247802734,1,0
31.848350048065186,10.0,5,4,15.0,5.880859851837158,1,0
31.948858499526978,10.0,5,4,15.0,5.880859851837158,1,0
32.049429178237915,10.0,5,4,15.0,5.906219482421875,1,0
32.15052151679993,10.0,5,4,15.0,5.906219482421875,1,0
32.251057147979736,10.0,5,5,15.0,5.906219482421875,1,0
32.35155653953552,10.0,5,5,15.0,5.956810474395752,1,0
32.452107667922974,10.0,5,5,15.0,5.956810474395752,1,0
32.55260634422302,10.0,5,5,15.0,5.97370719909668,1,0
32.6531617641449,10.0,5,6,15.0,5.97370719909668,1,0
32.753584146499634,10.0,5,6,15.0,5.97370719909668,1,0
32.8542742729187,10.0,5,6,15.0,5.9853010177612305,1,0
32.954994201660156,10.0,5,6,15.0,5.9853010177612305,1,0
33.0557496547699,10.0,5,7,15.0,6.019039154052734,1,0
33.15633153915405,10.0,5,7,15.0,6.019039154052734,1,0
33.256802558898926,10.0,5,7,15.0,6.019039154052734,1,0
33.357282876968384,10.0,5,7,15.0,6.062417984008789,1,0
33.45786118507385,10.0,5,8,15.0,6.062417984008789,1,0
33.55842113494873,10.0,5,8,15.0,6.059866428375244,1,0
33.6587975025177,10.0,5,8,15.0,6.059866428375244,1,0
33.75931692123413,10.0,5,8,15.0,6.059866428375244,1,0
33.860084772109985,10.0,5,9,15.0,6.079160690307617,1,0
33.96060562133789,10.0,5,9,15.0,6.079160690307617,1,0
34.06103587150574,10.0,5,9,15.0,6.123257637023926,1,0
34.16151714324951,10.0,5,9,15.0,6.123257637023926,1,0
