time,car_road_id,car_speed,car_dist,drone_road_id,drone_speed,drone_target_speed,drone_dist,distance
12.126630783081055,1,0.0,1.0,1,0.5869883298873901,15.0,0.19930335546333794,-0.8006966445366621
13.12834119796753,1,0.0,1.0,1,0.46652549505233765,15.0,0.38432523746287234,-0.6156747625371277
14.132729291915894,1,0.0,1.0,1,0.8757538795471191,15.0,0.9734087724085537,-0.026591227591446276
15.134845972061157,1,0.0,1.0,1,1.5629924535751343,15.0,2.2133597074757514,1.2133597074757514
16.13659429550171,1,0.0,1.0,1,2.43650484085083,15.0,4.281526611526871,3.2815266115268713
17.137336492538452,1,0.0,1.0,1,3.395127058029175,15.0,7.297265356089265,6.297265356089265
18.13842248916626,1,0.0,1.0,1,4.390939235687256,15.0,11.314566899608671,10.314566899608671
19.14004421234131,1,0.0,1.0,1,5.376094818115234,15.0,16.31439663215117,15.314396632151169
20.141634464263916,1,0.0,1.0,1,6.382806301116943,15.0,22.349788197708545,21.349788197708545
21.14341402053833,1,0.0,1.0,1,7.3815083503723145,15.0,29.36435532709961,28.36435532709961
22.14541506767273,1,0.0,1.0,1,8.29870891571045,15.0,37.38494743526092,36.38494743526092
23.146835803985596,1,0.0,1.0,1,8.932754516601562,15.0,46.1615243192549,45.1615243192549
24.148693084716797,1,0.0,1.0,1,9.273587226867676,15.0,55.4601667789192,54.4601667789192
25.150288105010986,1,0.0,1.0,1,9.37191104888916,15.0,64.92763106622039,63.927631066220385
26.15180540084839,1,0.0,1.0,1,9.241013526916504,15.0,74.42625449540112,73.42625449540112
27.152397632598877,1,0.0,1.0,1,8.894942283630371,15.0,83.6541487706033,82.6541487706033
28.153892040252686,1,0.0,1.0,1,8.326643943786621,15.0,92.43930663701596,91.43930663701596
29.154740571975708,1,0.0,1.0,1,7.528599739074707,15.0,100.52789628023396,99.52789628023396
30.160171031951904,1,0.0,1.0,1,6.4903082847595215,0,107.69336786542304,106.69336786542304
31.162022590637207,1,0.0,1.0,1,5.374478816986084,0,113.76370926460352,112.76370926460352
32.163601875305176,1,0.0,1.0,1,4.206700325012207,0,118.70775747616224,117.70775747616224
33.165393590927124,1,0.0,1.0,1,2.938361406326294,0,122.42228722689686,121.42228722689686
34.166433572769165,1,0.0,1.0,1,1.3855692148208618,0,124.76643090687143,123.76643090687143
35.1671245098114,1,0.0,1.0,1,0.08686560392379761,0,125.31562676772704,124.31562676772704
36.16939640045166,1,0.0,1.0,1,0.3028935492038727,0,125.4935101559497,124.4935101559497
37.1707398891449,1,0.0,1.0,1,0.2559441924095154,0,125.28320871436112,124.28320871436112
38.17241883277893,1,0.0,1.0,1,0.16342563927173615,0,125.18263829517737,124.18263829517737
39.17404246330261,1,0.0,1.0,1,0.14515188336372375,0,125.16838996045976,124.16838996045976
40.17581224441528,1,0.0,1.0,1,0.16168449819087982,0,125.19892715398146,124.19892715398146
41.17719769477844,1,0.0,1.0,1,0.1828993856906891,0,125.21256683856406,124.21256683856406
42.17879247665405,1,0.0,1.0,1,0.19758358597755432,0,125.2229471504614,124.2229471504614
43.17961812019348,1,0.0,1.0,1,0.19870248436927795,0,125.2229471504614,124.2229471504614
44.18110466003418,1,0.0,1.0,1,0.19060491025447845,0,125.21968819274807,124.21968819274807
45.18251919746399,1,0.0,1.0,1,0.18666014075279236,0,125.20604895721657,124.20604895721657
46.18377757072449,1,0.0,1.0,1,0.1756260246038437,0,125.19240988458984,124.19240988458984
